timedelta,dst
48 days 04:00:00,11
48 days 05:00:00,11
48 days 06:00:00,7
48 days 07:00:00,7
48 days 08:00:00,6
48 days 09:00:00,6
48 days 10:00:00,3
48 days 11:00:00,0
48 days 12:00:00,3
48 days 13:00:00,6
48 days 14:00:00,7
48 days 15:00:00,2
48 days 16:00:00,-1
48 days 17:00:00,5
48 days 18:00:00,8
48 days 19:00:00,9
48 days 20:00:00,7
48 days 21:00:00,5
48 days 22:00:00,3
48 days 23:00:00,0
49 days 00:00:00,0
49 days 01:00:00,3
49 days 02:00:00,5
49 days 03:00:00,9
49 days 04:00:00,11
49 days 05:00:00,14
49 days 06:00:00,12
49 days 07:00:00,9
49 days 08:00:00,4
49 days 09:00:00,6
49 days 10:00:00,6
49 days 11:00:00,5
49 days 12:00:00,6
49 days 13:00:00,6
49 days 14:00:00,6
49 days 15:00:00,4
49 days 16:00:00,2
49 days 17:00:00,8
49 days 18:00:00,11
49 days 19:00:00,14
49 days 20:00:00,14
49 days 21:00:00,13
49 days 22:00:00,14
49 days 23:00:00,17
50 days 00:00:00,14
50 days 01:00:00,11
50 days 02:00:00,14
50 days 03:00:00,14
50 days 04:00:00,15
50 days 05:00:00,14
50 days 06:00:00,14
50 days 07:00:00,14
50 days 08:00:00,15
50 days 09:00:00,14
50 days 10:00:00,13
50 days 11:00:00,13
50 days 12:00:00,13
50 days 13:00:00,15
50 days 14:00:00,15
50 days 15:00:00,16
50 days 16:00:00,15
50 days 17:00:00,14
50 days 18:00:00,16
50 days 19:00:00,16
50 days 20:00:00,17
50 days 21:00:00,17
50 days 22:00:00,16
50 days 23:00:00,16
51 days 00:00:00,14
51 days 01:00:00,12
51 days 02:00:00,14
51 days 03:00:00,16
51 days 04:00:00,17
51 days 05:00:00,17
51 days 06:00:00,16
51 days 07:00:00,16
51 days 08:00:00,14
51 days 09:00:00,16
51 days 10:00:00,16
51 days 11:00:00,15
51 days 12:00:00,11
51 days 13:00:00,12
51 days 14:00:00,16
51 days 15:00:00,18
51 days 16:00:00,16
51 days 17:00:00,12
51 days 18:00:00,10
51 days 19:00:00,8
51 days 20:00:00,9
51 days 21:00:00,9
51 days 22:00:00,10
51 days 23:00:00,10
52 days 00:00:00,11
52 days 01:00:00,8
52 days 02:00:00,10
52 days 03:00:00,11
52 days 04:00:00,11
52 days 05:00:00,13
52 days 06:00:00,14
52 days 07:00:00,12
52 days 08:00:00,13
52 days 09:00:00,11
52 days 10:00:00,10
52 days 11:00:00,11
52 days 12:00:00,12
52 days 13:00:00,14
52 days 14:00:00,15
52 days 15:00:00,14
52 days 16:00:00,14
52 days 17:00:00,15
52 days 18:00:00,15
52 days 19:00:00,13
52 days 20:00:00,12
52 days 21:00:00,13
52 days 22:00:00,14
52 days 23:00:00,15
53 days 00:00:00,17
53 days 01:00:00,16
53 days 02:00:00,15
53 days 03:00:00,14
53 days 04:00:00,17
53 days 05:00:00,17
53 days 06:00:00,18
53 days 07:00:00,18
53 days 08:00:00,18
53 days 09:00:00,17
53 days 10:00:00,16
53 days 11:00:00,14
53 days 12:00:00,15
53 days 13:00:00,15
53 days 14:00:00,17
53 days 15:00:00,18
53 days 16:00:00,19
53 days 17:00:00,22
53 days 18:00:00,21
53 days 19:00:00,18
53 days 20:00:00,15
53 days 21:00:00,12
53 days 22:00:00,13
53 days 23:00:00,17
54 days 00:00:00,18
54 days 01:00:00,18
54 days 02:00:00,16
54 days 03:00:00,19
54 days 04:00:00,18
54 days 05:00:00,20
54 days 06:00:00,20
54 days 07:00:00,16
54 days 08:00:00,12
54 days 09:00:00,15
54 days 10:00:00,17
54 days 11:00:00,15
54 days 12:00:00,16
54 days 13:00:00,15
54 days 14:00:00,15
54 days 15:00:00,17
54 days 16:00:00,18
54 days 17:00:00,19
54 days 18:00:00,19
54 days 19:00:00,20
54 days 20:00:00,21
54 days 21:00:00,22
54 days 22:00:00,21
54 days 23:00:00,20
55 days 00:00:00,21
55 days 01:00:00,21
55 days 02:00:00,19
55 days 03:00:00,17
55 days 04:00:00,17
55 days 05:00:00,18
55 days 06:00:00,16
55 days 07:00:00,15
55 days 08:00:00,16
55 days 09:00:00,17
55 days 10:00:00,16
55 days 11:00:00,16
55 days 12:00:00,17
55 days 13:00:00,13
55 days 14:00:00,12
55 days 15:00:00,12
55 days 16:00:00,11
55 days 17:00:00,10
55 days 18:00:00,7
55 days 19:00:00,8
55 days 20:00:00,12
55 days 21:00:00,15
55 days 22:00:00,16
55 days 23:00:00,17
56 days 00:00:00,17
56 days 01:00:00,16
56 days 02:00:00,16
56 days 03:00:00,20
56 days 04:00:00,22
56 days 05:00:00,21
56 days 06:00:00,22
56 days 07:00:00,23
56 days 08:00:00,21
56 days 09:00:00,22
56 days 10:00:00,17
56 days 11:00:00,19
56 days 12:00:00,22
56 days 13:00:00,16
56 days 14:00:00,18
56 days 15:00:00,18
56 days 16:00:00,11
56 days 17:00:00,11
56 days 18:00:00,7
56 days 19:00:00,3
56 days 20:00:00,2
56 days 21:00:00,3
56 days 22:00:00,0
56 days 23:00:00,-4
57 days 00:00:00,-5
57 days 01:00:00,-1
57 days 02:00:00,2
57 days 03:00:00,3
57 days 04:00:00,2
57 days 05:00:00,3
57 days 06:00:00,5
57 days 07:00:00,6
57 days 08:00:00,6
57 days 09:00:00,5
57 days 10:00:00,5
57 days 11:00:00,3
57 days 12:00:00,3
57 days 13:00:00,2
57 days 14:00:00,4
57 days 15:00:00,5
57 days 16:00:00,8
57 days 17:00:00,7
57 days 18:00:00,7
57 days 19:00:00,9
57 days 20:00:00,12
57 days 21:00:00,12
57 days 22:00:00,11
57 days 23:00:00,8
58 days 00:00:00,9
58 days 01:00:00,8
58 days 02:00:00,5
58 days 03:00:00,6
58 days 04:00:00,5
58 days 05:00:00,7
58 days 06:00:00,12
58 days 07:00:00,10
58 days 08:00:00,7
58 days 09:00:00,6
58 days 10:00:00,5
58 days 11:00:00,13
58 days 12:00:00,14
58 days 13:00:00,20
58 days 14:00:00,25
58 days 15:00:00,28
58 days 16:00:00,33
58 days 17:00:00,38
58 days 18:00:00,33
58 days 19:00:00,25
58 days 20:00:00,20
58 days 21:00:00,29
58 days 22:00:00,30
58 days 23:00:00,24
59 days 00:00:00,9
59 days 01:00:00,0
59 days 02:00:00,0
59 days 03:00:00,1
59 days 04:00:00,5
59 days 05:00:00,6
59 days 06:00:00,-1
59 days 07:00:00,0
59 days 08:00:00,-2
59 days 09:00:00,-4
59 days 10:00:00,-7
59 days 11:00:00,-8
59 days 12:00:00,-7
59 days 13:00:00,-5
59 days 14:00:00,-2
59 days 15:00:00,-1
59 days 16:00:00,-1
59 days 17:00:00,-1
59 days 18:00:00,-4
59 days 19:00:00,-10
59 days 20:00:00,-8
59 days 21:00:00,-8
59 days 22:00:00,-6
59 days 23:00:00,-3
60 days 00:00:00,-5
60 days 01:00:00,-3
60 days 02:00:00,-3
60 days 03:00:00,-2
60 days 04:00:00,0
60 days 05:00:00,-2
60 days 06:00:00,1
60 days 07:00:00,2
60 days 08:00:00,2
60 days 09:00:00,7
60 days 10:00:00,6
60 days 11:00:00,3
60 days 12:00:00,5
60 days 13:00:00,4
60 days 14:00:00,3
60 days 15:00:00,4
60 days 16:00:00,5
60 days 17:00:00,8
60 days 18:00:00,7
60 days 19:00:00,5
60 days 20:00:00,4
60 days 21:00:00,5
60 days 22:00:00,7
60 days 23:00:00,9
61 days 00:00:00,7
61 days 01:00:00,6
61 days 02:00:00,3
61 days 03:00:00,5
61 days 04:00:00,7
61 days 05:00:00,5
61 days 06:00:00,2
61 days 07:00:00,-1
61 days 08:00:00,5
61 days 09:00:00,8
61 days 10:00:00,8
61 days 11:00:00,9
61 days 12:00:00,9
61 days 13:00:00,7
61 days 14:00:00,6
61 days 15:00:00,4
61 days 16:00:00,3
61 days 17:00:00,1
61 days 18:00:00,0
61 days 19:00:00,1
61 days 20:00:00,4
61 days 21:00:00,4
61 days 22:00:00,4
61 days 23:00:00,2
62 days 00:00:00,2
62 days 01:00:00,2
62 days 02:00:00,1
62 days 03:00:00,2
62 days 04:00:00,6
62 days 05:00:00,5
62 days 06:00:00,9
62 days 07:00:00,11
62 days 08:00:00,9
62 days 09:00:00,6
62 days 10:00:00,5
62 days 11:00:00,9
62 days 12:00:00,10
62 days 13:00:00,10
62 days 14:00:00,6
62 days 15:00:00,3
62 days 16:00:00,1
62 days 17:00:00,3
62 days 18:00:00,3
62 days 19:00:00,0
62 days 20:00:00,-1
62 days 21:00:00,0
62 days 22:00:00,0
62 days 23:00:00,0
63 days 00:00:00,-1
63 days 01:00:00,-5
63 days 02:00:00,-2
63 days 03:00:00,3
63 days 04:00:00,5
63 days 05:00:00,7
63 days 06:00:00,5
63 days 07:00:00,4
63 days 08:00:00,7
63 days 09:00:00,8
63 days 10:00:00,6
63 days 11:00:00,4
63 days 12:00:00,1
63 days 13:00:00,3
63 days 14:00:00,5
63 days 15:00:00,4
63 days 16:00:00,4
63 days 17:00:00,3
63 days 18:00:00,-1
63 days 19:00:00,-7
63 days 20:00:00,-6
63 days 21:00:00,-3
63 days 22:00:00,0
63 days 23:00:00,-2
64 days 00:00:00,2
64 days 01:00:00,4
64 days 02:00:00,2
64 days 03:00:00,2
64 days 04:00:00,3
64 days 05:00:00,4
64 days 06:00:00,3
64 days 07:00:00,2
64 days 08:00:00,3
64 days 09:00:00,6
64 days 10:00:00,4
64 days 11:00:00,6
64 days 12:00:00,9
64 days 13:00:00,14
64 days 14:00:00,16
64 days 15:00:00,16
64 days 16:00:00,16
64 days 17:00:00,13
64 days 18:00:00,7
64 days 19:00:00,1
64 days 20:00:00,0
64 days 21:00:00,-1
64 days 22:00:00,0
64 days 23:00:00,5
65 days 00:00:00,7
65 days 01:00:00,8
65 days 02:00:00,5
65 days 03:00:00,2
65 days 04:00:00,4
65 days 05:00:00,6
65 days 06:00:00,7
65 days 07:00:00,6
65 days 08:00:00,7
65 days 09:00:00,9
65 days 10:00:00,10
65 days 11:00:00,10
65 days 12:00:00,12
65 days 13:00:00,8
65 days 14:00:00,6
65 days 15:00:00,7
65 days 16:00:00,8
65 days 17:00:00,11
65 days 18:00:00,10
65 days 19:00:00,2
65 days 20:00:00,0
65 days 21:00:00,0
65 days 22:00:00,-1
65 days 23:00:00,2
66 days 00:00:00,3
66 days 01:00:00,4
66 days 02:00:00,9
66 days 03:00:00,14
66 days 04:00:00,12
66 days 05:00:00,10
66 days 06:00:00,8
66 days 07:00:00,9
66 days 08:00:00,7
66 days 09:00:00,7
66 days 10:00:00,1
66 days 11:00:00,0
66 days 12:00:00,4
66 days 13:00:00,7
66 days 14:00:00,6
66 days 15:00:00,6
66 days 16:00:00,7
66 days 17:00:00,8
66 days 18:00:00,6
66 days 19:00:00,3
66 days 20:00:00,4
66 days 21:00:00,4
66 days 22:00:00,3
66 days 23:00:00,3
67 days 00:00:00,7
67 days 01:00:00,9
67 days 02:00:00,12
67 days 03:00:00,13
67 days 04:00:00,14
67 days 05:00:00,12
67 days 06:00:00,11
67 days 07:00:00,13
67 days 08:00:00,11
67 days 09:00:00,7
67 days 10:00:00,10
67 days 11:00:00,13
67 days 12:00:00,13
67 days 13:00:00,12
67 days 14:00:00,11
67 days 15:00:00,11
67 days 16:00:00,11
67 days 17:00:00,11
67 days 18:00:00,11
67 days 19:00:00,7
67 days 20:00:00,6
67 days 21:00:00,6
67 days 22:00:00,6
67 days 23:00:00,8
68 days 00:00:00,8
68 days 01:00:00,11
68 days 02:00:00,11
68 days 03:00:00,11
68 days 04:00:00,12
68 days 05:00:00,14
68 days 06:00:00,14
68 days 07:00:00,13
68 days 08:00:00,15
68 days 09:00:00,17
68 days 10:00:00,19
68 days 11:00:00,20
68 days 12:00:00,22
68 days 13:00:00,22
68 days 14:00:00,22
68 days 15:00:00,23
68 days 16:00:00,22
68 days 17:00:00,24
68 days 18:00:00,27
68 days 19:00:00,28
68 days 20:00:00,26
68 days 21:00:00,26
68 days 22:00:00,25
68 days 23:00:00,26
69 days 00:00:00,26
69 days 01:00:00,24
69 days 02:00:00,23
69 days 03:00:00,20
69 days 04:00:00,15
69 days 05:00:00,13
69 days 06:00:00,13
69 days 07:00:00,16
69 days 08:00:00,18
69 days 09:00:00,21
69 days 10:00:00,22
69 days 11:00:00,19
69 days 12:00:00,17
69 days 13:00:00,17
69 days 14:00:00,19
69 days 15:00:00,21
69 days 16:00:00,21
69 days 17:00:00,21
69 days 18:00:00,20
69 days 19:00:00,22
69 days 20:00:00,23
69 days 21:00:00,21
69 days 22:00:00,20
69 days 23:00:00,17
70 days 00:00:00,16
70 days 01:00:00,13
70 days 02:00:00,13
70 days 03:00:00,18
70 days 04:00:00,19
70 days 05:00:00,20
70 days 06:00:00,20
70 days 07:00:00,16
70 days 08:00:00,15
70 days 09:00:00,15
70 days 10:00:00,18
70 days 11:00:00,21
70 days 12:00:00,21
70 days 13:00:00,19
70 days 14:00:00,15
70 days 15:00:00,11
70 days 16:00:00,11
70 days 17:00:00,18
70 days 18:00:00,20
70 days 19:00:00,17
70 days 20:00:00,16
70 days 21:00:00,19
70 days 22:00:00,24
70 days 23:00:00,25
71 days 00:00:00,26
71 days 01:00:00,24
71 days 02:00:00,12
71 days 03:00:00,17
71 days 04:00:00,19
71 days 05:00:00,19
71 days 06:00:00,21
71 days 07:00:00,25
71 days 08:00:00,26
71 days 09:00:00,19
71 days 10:00:00,8
71 days 11:00:00,9
71 days 12:00:00,5
71 days 13:00:00,10
71 days 14:00:00,18
71 days 15:00:00,17
71 days 16:00:00,19
71 days 17:00:00,15
71 days 18:00:00,7
71 days 19:00:00,4
71 days 20:00:00,5
71 days 21:00:00,0
71 days 22:00:00,-2
71 days 23:00:00,1
72 days 00:00:00,2
72 days 01:00:00,-2
72 days 02:00:00,-1
72 days 03:00:00,-3
72 days 04:00:00,3
72 days 05:00:00,7
72 days 06:00:00,1
72 days 07:00:00,0
72 days 08:00:00,3
72 days 09:00:00,4
72 days 10:00:00,5
72 days 11:00:00,3
72 days 12:00:00,2
72 days 13:00:00,3
72 days 14:00:00,3
72 days 15:00:00,3
72 days 16:00:00,6
72 days 17:00:00,11
72 days 18:00:00,14
72 days 19:00:00,9
72 days 20:00:00,3
72 days 21:00:00,-3
72 days 22:00:00,9
72 days 23:00:00,15
73 days 00:00:00,13
73 days 01:00:00,5
73 days 02:00:00,-11
73 days 03:00:00,-12
73 days 04:00:00,-11
73 days 05:00:00,-5
73 days 06:00:00,-5
73 days 07:00:00,-9
73 days 08:00:00,-4
73 days 09:00:00,1
73 days 10:00:00,2
73 days 11:00:00,2
73 days 12:00:00,2
73 days 13:00:00,0
73 days 14:00:00,-5
73 days 15:00:00,-10
73 days 16:00:00,-8
73 days 17:00:00,-6
73 days 18:00:00,-10
73 days 19:00:00,-12
73 days 20:00:00,-11
73 days 21:00:00,0
73 days 22:00:00,7
73 days 23:00:00,7
74 days 00:00:00,5
74 days 01:00:00,0
74 days 02:00:00,0
74 days 03:00:00,0
74 days 04:00:00,0
74 days 05:00:00,-1
74 days 06:00:00,-1
74 days 07:00:00,0
74 days 08:00:00,0
74 days 09:00:00,1
74 days 10:00:00,0
74 days 11:00:00,2
74 days 12:00:00,2
74 days 13:00:00,2
74 days 14:00:00,2
74 days 15:00:00,1
74 days 16:00:00,1
74 days 17:00:00,3
74 days 18:00:00,3
74 days 19:00:00,2
74 days 20:00:00,4
74 days 21:00:00,4
74 days 22:00:00,3
74 days 23:00:00,5
75 days 00:00:00,0
75 days 01:00:00,0
75 days 02:00:00,2
75 days 03:00:00,6
75 days 04:00:00,9
75 days 05:00:00,8
75 days 06:00:00,8
75 days 07:00:00,8
75 days 08:00:00,9
75 days 09:00:00,13
75 days 10:00:00,14
75 days 11:00:00,15
75 days 12:00:00,17
75 days 13:00:00,17
75 days 14:00:00,17
75 days 15:00:00,14
75 days 16:00:00,14
75 days 17:00:00,15
75 days 18:00:00,13
75 days 19:00:00,7
75 days 20:00:00,7
75 days 21:00:00,8
75 days 22:00:00,3
75 days 23:00:00,5
76 days 00:00:00,10
76 days 01:00:00,12
76 days 02:00:00,15
76 days 03:00:00,15
76 days 04:00:00,17
76 days 05:00:00,18
76 days 06:00:00,20
76 days 07:00:00,18
76 days 08:00:00,12
76 days 09:00:00,14
76 days 10:00:00,14
76 days 11:00:00,16
76 days 12:00:00,19
76 days 13:00:00,19
76 days 14:00:00,20
76 days 15:00:00,21
76 days 16:00:00,25
76 days 17:00:00,26
76 days 18:00:00,20
76 days 19:00:00,15
76 days 20:00:00,11
76 days 21:00:00,8
76 days 22:00:00,9
76 days 23:00:00,-6
77 days 00:00:00,-26
77 days 01:00:00,-52
77 days 02:00:00,-76
77 days 03:00:00,-61
77 days 04:00:00,-50
77 days 05:00:00,-54
77 days 06:00:00,-46
77 days 07:00:00,-48
77 days 08:00:00,-41
77 days 09:00:00,-32
77 days 10:00:00,-27
77 days 11:00:00,-30
77 days 12:00:00,-34
77 days 13:00:00,-38
77 days 14:00:00,-41
77 days 15:00:00,-43
77 days 16:00:00,-41
77 days 17:00:00,-36
77 days 18:00:00,-32
77 days 19:00:00,-31
77 days 20:00:00,-26
77 days 21:00:00,-23
77 days 22:00:00,-23
77 days 23:00:00,-23
78 days 00:00:00,-22
78 days 01:00:00,-20
78 days 02:00:00,-17
78 days 03:00:00,-15
78 days 04:00:00,-16
78 days 05:00:00,-13
78 days 06:00:00,-14
78 days 07:00:00,-22
78 days 08:00:00,-22
78 days 09:00:00,-17
78 days 10:00:00,-15
78 days 11:00:00,-10
78 days 12:00:00,-8
78 days 13:00:00,-8
78 days 14:00:00,-9
78 days 15:00:00,-9
78 days 16:00:00,-6
78 days 17:00:00,-9
78 days 18:00:00,-7
78 days 19:00:00,-14
78 days 20:00:00,-15
78 days 21:00:00,-11
78 days 22:00:00,-9
78 days 23:00:00,-9
79 days 00:00:00,-9
79 days 01:00:00,-14
79 days 02:00:00,-17
79 days 03:00:00,-16
79 days 04:00:00,-10
79 days 05:00:00,-7
79 days 06:00:00,-8
79 days 07:00:00,-11
79 days 08:00:00,-14
79 days 09:00:00,-14
79 days 10:00:00,-12
79 days 11:00:00,-7
79 days 12:00:00,-4
79 days 13:00:00,-4
79 days 14:00:00,-5
79 days 15:00:00,-4
79 days 16:00:00,-2
79 days 17:00:00,-6
79 days 18:00:00,-8
79 days 19:00:00,-7
79 days 20:00:00,-10
79 days 21:00:00,-11
79 days 22:00:00,-11
79 days 23:00:00,-12
80 days 00:00:00,-12
80 days 01:00:00,-9
80 days 02:00:00,-6
80 days 03:00:00,-10
80 days 04:00:00,-8
80 days 05:00:00,-6
80 days 06:00:00,-6
80 days 07:00:00,-7
80 days 08:00:00,-4
80 days 09:00:00,-1
80 days 10:00:00,-1
80 days 11:00:00,-1
80 days 12:00:00,-5
80 days 13:00:00,-6
80 days 14:00:00,-5
80 days 15:00:00,-4
80 days 16:00:00,-2
80 days 17:00:00,-1
80 days 18:00:00,0
80 days 19:00:00,1
80 days 20:00:00,1
80 days 21:00:00,2
80 days 22:00:00,-2
80 days 23:00:00,-4
81 days 00:00:00,-5
81 days 01:00:00,-8
81 days 02:00:00,-8
81 days 03:00:00,-7
81 days 04:00:00,-4
81 days 05:00:00,-2
81 days 06:00:00,-1
81 days 07:00:00,-2
81 days 08:00:00,0
81 days 09:00:00,0
81 days 10:00:00,1
81 days 11:00:00,2
81 days 12:00:00,1
81 days 13:00:00,-2
81 days 14:00:00,-4
81 days 15:00:00,-5
81 days 16:00:00,-6
81 days 17:00:00,-5
81 days 18:00:00,-6
81 days 19:00:00,-2
81 days 20:00:00,4
81 days 21:00:00,7
81 days 22:00:00,10
81 days 23:00:00,13
82 days 00:00:00,16
82 days 01:00:00,14
82 days 02:00:00,14
82 days 03:00:00,14
82 days 04:00:00,11
82 days 05:00:00,11
82 days 06:00:00,9
82 days 07:00:00,8
82 days 08:00:00,7
82 days 09:00:00,6
82 days 10:00:00,15
82 days 11:00:00,24
82 days 12:00:00,24
82 days 13:00:00,22
82 days 14:00:00,29
82 days 15:00:00,10
82 days 16:00:00,12
82 days 17:00:00,11
82 days 18:00:00,23
82 days 19:00:00,17
82 days 20:00:00,14
82 days 21:00:00,-20
82 days 22:00:00,-67
82 days 23:00:00,-85
83 days 00:00:00,-87
83 days 01:00:00,-90
83 days 02:00:00,-99
83 days 03:00:00,-91
83 days 04:00:00,-81
83 days 05:00:00,-81
83 days 06:00:00,-82
83 days 07:00:00,-79
83 days 08:00:00,-65
83 days 09:00:00,-59
83 days 10:00:00,-52
83 days 11:00:00,-52
83 days 12:00:00,-59
83 days 13:00:00,-66
83 days 14:00:00,-65
83 days 15:00:00,-65
83 days 16:00:00,-60
83 days 17:00:00,-56
83 days 18:00:00,-52
83 days 19:00:00,-46
83 days 20:00:00,-42
83 days 21:00:00,-38
83 days 22:00:00,-34
83 days 23:00:00,-31
84 days 00:00:00,-27
84 days 01:00:00,-19
84 days 02:00:00,-11
84 days 03:00:00,-15
84 days 04:00:00,-16
84 days 05:00:00,-8
84 days 06:00:00,19
84 days 07:00:00,15
84 days 08:00:00,10
84 days 09:00:00,6
84 days 10:00:00,7
84 days 11:00:00,5
84 days 12:00:00,-10
84 days 13:00:00,-21
84 days 14:00:00,-16
84 days 15:00:00,-17
84 days 16:00:00,-15
84 days 17:00:00,-20
84 days 18:00:00,-31
84 days 19:00:00,-27
84 days 20:00:00,-28
84 days 21:00:00,-22
84 days 22:00:00,-26
84 days 23:00:00,-39
85 days 00:00:00,-51
85 days 01:00:00,-65
85 days 02:00:00,-81
85 days 03:00:00,-93
85 days 04:00:00,-102
85 days 05:00:00,-102
85 days 06:00:00,-106
85 days 07:00:00,-105
85 days 08:00:00,-104
85 days 09:00:00,-102
85 days 10:00:00,-116
85 days 11:00:00,-126
85 days 12:00:00,-123
85 days 13:00:00,-109
85 days 14:00:00,-110
85 days 15:00:00,-126
85 days 16:00:00,-136
85 days 17:00:00,-122
85 days 18:00:00,-128
85 days 19:00:00,-130
85 days 20:00:00,-122
85 days 21:00:00,-118
85 days 22:00:00,-96
85 days 23:00:00,-97
86 days 00:00:00,-91
86 days 01:00:00,-94
86 days 02:00:00,-86
86 days 03:00:00,-76
86 days 04:00:00,-81
86 days 05:00:00,-77
86 days 06:00:00,-74
86 days 07:00:00,-69
86 days 08:00:00,-62
86 days 09:00:00,-62
86 days 10:00:00,-57
86 days 11:00:00,-54
86 days 12:00:00,-53
86 days 13:00:00,-52
86 days 14:00:00,-54
86 days 15:00:00,-55
86 days 16:00:00,-49
86 days 17:00:00,-48
86 days 18:00:00,-49
86 days 19:00:00,-52
86 days 20:00:00,-49
86 days 21:00:00,-42
86 days 22:00:00,-24
86 days 23:00:00,-47
87 days 00:00:00,-70
87 days 01:00:00,-94
87 days 02:00:00,-102
87 days 03:00:00,-66
87 days 04:00:00,-64
87 days 05:00:00,-92
87 days 06:00:00,-122
87 days 07:00:00,-138
87 days 08:00:00,-130
87 days 09:00:00,-121
87 days 10:00:00,-150
87 days 11:00:00,-148
87 days 12:00:00,-141
87 days 13:00:00,-170
87 days 14:00:00,-151
87 days 15:00:00,-145
87 days 16:00:00,-138
87 days 17:00:00,-141
87 days 18:00:00,-133
87 days 19:00:00,-122
87 days 20:00:00,-123
87 days 21:00:00,-121
87 days 22:00:00,-104
87 days 23:00:00,-95
88 days 00:00:00,-88
88 days 01:00:00,-84
88 days 02:00:00,-85
88 days 03:00:00,-86
88 days 04:00:00,-86
88 days 05:00:00,-81
88 days 06:00:00,-79
88 days 07:00:00,-82
88 days 08:00:00,-82
88 days 09:00:00,-82
88 days 10:00:00,-81
88 days 11:00:00,-81
88 days 12:00:00,-79
88 days 13:00:00,-80
88 days 14:00:00,-77
88 days 15:00:00,-74
88 days 16:00:00,-70
88 days 17:00:00,-69
88 days 18:00:00,-68
88 days 19:00:00,-70
88 days 20:00:00,-68
88 days 21:00:00,-67
88 days 22:00:00,-63
88 days 23:00:00,-61
89 days 00:00:00,-62
89 days 01:00:00,-66
89 days 02:00:00,-66
89 days 03:00:00,-62
89 days 04:00:00,-60
89 days 05:00:00,-58
89 days 06:00:00,-58
89 days 07:00:00,-58
89 days 08:00:00,-59
89 days 09:00:00,-59
89 days 10:00:00,-56
89 days 11:00:00,-56
89 days 12:00:00,-55
89 days 13:00:00,-54
89 days 14:00:00,-53
89 days 15:00:00,-53
89 days 16:00:00,-52
89 days 17:00:00,-49
89 days 18:00:00,-49
89 days 19:00:00,-48
89 days 20:00:00,-48
89 days 21:00:00,-49
89 days 22:00:00,-47
89 days 23:00:00,-45
90 days 00:00:00,-45
90 days 01:00:00,-49
90 days 02:00:00,-50
90 days 03:00:00,-49
90 days 04:00:00,-47
90 days 05:00:00,-45
90 days 06:00:00,-40
90 days 07:00:00,-39
90 days 08:00:00,-42
90 days 09:00:00,-45
90 days 10:00:00,-42
90 days 11:00:00,-38
90 days 12:00:00,-40
90 days 13:00:00,-39
90 days 14:00:00,-37
90 days 15:00:00,-35
90 days 16:00:00,-35
90 days 17:00:00,-34
90 days 18:00:00,-35
90 days 19:00:00,-35
90 days 20:00:00,-32
90 days 21:00:00,-23
90 days 22:00:00,-21
90 days 23:00:00,-23
91 days 00:00:00,-25
91 days 01:00:00,-27
91 days 02:00:00,-27
91 days 03:00:00,-28
91 days 04:00:00,-29
91 days 05:00:00,-25
91 days 06:00:00,-24
91 days 07:00:00,-24
91 days 08:00:00,-24
91 days 09:00:00,-24
91 days 10:00:00,-25
91 days 11:00:00,-26
91 days 12:00:00,-30
91 days 13:00:00,-35
91 days 14:00:00,-35
91 days 15:00:00,-35
91 days 16:00:00,-34
91 days 17:00:00,-30
91 days 18:00:00,-30
91 days 19:00:00,-33
91 days 20:00:00,-35
91 days 21:00:00,-38
91 days 22:00:00,-35
91 days 23:00:00,-30
92 days 00:00:00,-32
92 days 01:00:00,-40
92 days 02:00:00,-35
92 days 03:00:00,-28
92 days 04:00:00,-25
92 days 05:00:00,-21
92 days 06:00:00,-19
92 days 07:00:00,-21
92 days 08:00:00,-22
92 days 09:00:00,-23
92 days 10:00:00,-22
92 days 11:00:00,-22
92 days 12:00:00,-24
92 days 13:00:00,-23
92 days 14:00:00,-23
92 days 15:00:00,-22
92 days 16:00:00,-23
92 days 17:00:00,-23
92 days 18:00:00,-24
92 days 19:00:00,-24
92 days 20:00:00,-25
92 days 21:00:00,-24
92 days 22:00:00,-25
92 days 23:00:00,-28
93 days 00:00:00,-30
93 days 01:00:00,-33
93 days 02:00:00,-33
93 days 03:00:00,-33
93 days 04:00:00,-30
93 days 05:00:00,-25
93 days 06:00:00,-22
93 days 07:00:00,-26
93 days 08:00:00,-32
93 days 09:00:00,-28
93 days 10:00:00,-25
93 days 11:00:00,-25
93 days 12:00:00,-25
93 days 13:00:00,-24
93 days 14:00:00,-23
93 days 15:00:00,-22
93 days 16:00:00,-22
93 days 17:00:00,-22
93 days 18:00:00,-20
93 days 19:00:00,-21
93 days 20:00:00,-19
93 days 21:00:00,-24
93 days 22:00:00,-25
93 days 23:00:00,-19
94 days 00:00:00,-19
94 days 01:00:00,-20
94 days 02:00:00,-19
94 days 03:00:00,-19
94 days 04:00:00,-20
94 days 05:00:00,-19
94 days 06:00:00,-18
94 days 07:00:00,-16
94 days 08:00:00,-17
94 days 09:00:00,-17
94 days 10:00:00,-15
94 days 11:00:00,-15
94 days 12:00:00,-16
94 days 13:00:00,-17
94 days 14:00:00,-15
94 days 15:00:00,-14
94 days 16:00:00,-13
94 days 17:00:00,-11
94 days 18:00:00,-12
94 days 19:00:00,-12
94 days 20:00:00,-15
94 days 21:00:00,-18
94 days 22:00:00,-16
94 days 23:00:00,-15
95 days 00:00:00,-14
95 days 01:00:00,-15
95 days 02:00:00,-14
95 days 03:00:00,-15
